VariantID,LocationID,Climate
101016,50,tropical
101016,818,dry
101016,356,varies
101016,360,tropical
101017,800,tropical
101017,716,tropical
101017,710,semiarid
101017,242,tropical
101017,178,tropical
101017,404,varies
101018,800,tropical
101018,404,varies
101018,180,tropical
101019,800,tropical
101019,404,varies
101019,834,varies
101019,484,varies
101019,32,temperate
101019,76,tropical
101020,458,tropical
101020,360,tropical
101020,404,varies
101020,36,arid
101020,598,tropical
101020,116,tropical
101021,4,arid
101021,8,mild temperate
101021,12,arid
101021,20,temperate
101021,24,semiarid
101021,28,tropical
101021,32,temperate
101021,51,highland
101021,36,arid
101021,40,temperate
101021,31,dry
101021,44,temperate
101021,48,arid
101021,50,tropical
101021,52,tropical
101021,112,cold
101021,56,temperate
101021,84,tropical
101021,204,tropical
101021,64,varies
101021,68,varies
101021,70,hot
101021,72,semiarid
101021,76,tropical
101021,96,tropical
101021,100,temperate
101021,854,tropical
101021,108,equatorial
101021,384,tropical
101021,132,temperate
101021,116,tropical
101021,120,varies
101021,124,cold
101021,140,tropical
101021,148,tropical
101021,152,temperate
101021,156,diverse
101021,170,tropical
101021,174,tropical
101021,178,tropical
101021,188,tropical
101021,191,mediterranean
101021,192,tropical
101021,196,temperate
101021,203,cold
101021,180,tropical
101021,208,temperate
101021,262,dry
101021,212,tropical
101021,214,tropical
101021,218,tropical
101021,818,dry
101021,222,tropical
101021,226,tropical
101021,232,dry
101021,233,maritime
101021,748,tropical
101021,231,tropical
101021,242,tropical
101021,246,cold
101021,250,tropical
101021,266,tropical
101021,270,tropical
101021,268,warm
101021,276,temperate
101021,288,tropical
101021,300,temperate
101021,308,tropical
101021,320,tropical
101021,324,hot
101021,624,tropical
101021,328,tropical
101021,332,tropical
101021,336,temperate
101021,340,subtropical
101021,348,temperate
101021,352,cold
101021,356,varies
101021,360,tropical
101021,364,arid
101021,368,arid
101021,372,temperate
101021,376,temperate
101021,380,mediterranean
101021,388,tropical
101021,392,varies
101021,400,arid
101021,398,continential
101021,404,varies
101021,296,continential
101021,414,hot
101021,417,continential
101021,418,tropical
101021,428,maritime
101021,422,mediterranean
101021,426,temperate
101021,430,tropical
101021,434,mediterranean
101021,438,continential
101021,440,transitional
101021,442,continential
101021,450,tropical
101021,454,subtropical
101021,458,tropical
101021,462,tropical
101021,466,subtropical
101021,470,mediterranean
101021,584,tropical
101021,478,dry
101021,480,tropical
101021,484,varies
101021,583,temperate
101021,498,temperate
101021,492,mediterranean
101021,496,continential
101021,499,mediterranean
101021,504,mediterranean
101021,508,tropical
101021,104,tropical
101021,516,dry
101021,520,tropical
101021,524,varies
101021,528,temperate
101021,554,temperate
101021,558,tropical
101021,562,dry
101021,566,varies
101021,408,temperate
101021,807,warm
101021,580,temperate
101021,512,dry
101021,586,dry
101021,585,tropical
101021,275,dry
101021,591,tropical
101021,598,tropical
101021,600,subtropical
101021,604,varies
101021,608,tropical
101021,616,temperate
101021,620,temperate
101021,634,dry
101021,642,temperate
101021,643,temperate
101021,649,temperate
101021,659,tropical
101021,662,tropical
101021,670,tropical
101021,882,tropical
101021,674,mediterranean
101021,678,tropical
101021,682,dry
101021,686,tropical
101021,688,continential
101021,690,tropical
101021,694,tropical
101021,702,tropical
101021,703,temperate
101021,705,mediterranean
101021,90,tropical
101021,706,semiarid
101021,710,semiarid
101021,410,temperate
101021,728,dry
101021,724,temperate
101021,144,tropical
101021,729,dry
101021,740,tropical
101021,752,temperate
101021,756,temperate
101021,760,dry
101021,762,continential
101021,834,varies
101021,764,tropical
101021,626,tropical
101021,768,tropical
101021,776,tropical
101021,780,tropical
101021,788,temperate
101021,792,temperate
101021,795,tropical
101021,798,tropical
101021,800,tropical
101021,804,temperate
101021,784,hot
101021,826,temperate
101021,840,temperate
101021,858,temperate
101021,860,cold
101021,548,tropical
101021,862,tropical
101021,704,tropical
101021,887,hot
101021,894,tropical
101021,716,tropical
101021,344,subtropical
101022,4,arid
101022,8,mild temperate
101022,12,arid
101022,20,temperate
101022,24,semiarid
101022,28,tropical
101022,32,temperate
101022,51,highland
101022,36,arid
101022,40,temperate
101022,31,dry
101022,44,temperate
101022,48,arid
101022,50,tropical
101022,52,tropical
101022,112,cold
101022,56,temperate
101022,84,tropical
101022,204,tropical
101022,64,varies
101022,68,varies
101022,70,hot
101022,72,semiarid
101022,76,tropical
101022,96,tropical
101022,100,temperate
101022,854,tropical
101022,108,equatorial
101022,384,tropical
101022,132,temperate
101022,116,tropical
101022,120,varies
101022,124,cold
101022,140,tropical
101022,148,tropical
101022,152,temperate
101022,156,diverse
101022,170,tropical
101022,174,tropical
101022,178,tropical
101022,188,tropical
101022,191,mediterranean
101022,192,tropical
101022,196,temperate
101022,203,cold
101022,180,tropical
101022,208,temperate
101022,262,dry
101022,212,tropical
101022,214,tropical
101022,218,tropical
101022,818,dry
101022,222,tropical
101022,226,tropical
101022,232,dry
101022,233,maritime
101022,748,tropical
101022,231,tropical
101022,242,tropical
101022,246,cold
101022,250,tropical
101022,266,tropical
101022,270,tropical
101022,268,warm
101022,276,temperate
101022,288,tropical
101022,300,temperate
101022,308,tropical
101022,320,tropical
101022,324,hot
101022,624,tropical
101022,328,tropical
101022,332,tropical
101022,336,temperate
101022,340,subtropical
101022,348,temperate
101022,352,cold
101022,356,varies
101022,360,tropical
101022,364,arid
101022,368,arid
101022,372,temperate
101022,376,temperate
101022,380,mediterranean
101022,388,tropical
101022,392,varies
101022,400,arid
101022,398,continential
101022,404,varies
101022,296,continential
101022,414,hot
101022,417,continential
101022,418,tropical
101022,428,maritime
101022,422,mediterranean
101022,426,temperate
101022,430,tropical
101022,434,mediterranean
101022,438,continential
101022,440,transitional
101022,442,continential
101022,450,tropical
101022,454,subtropical
101022,458,tropical
101022,462,tropical
101022,466,subtropical
101022,470,mediterranean
101022,584,tropical
101022,478,dry
101022,480,tropical
101022,484,varies
101022,583,temperate
101022,498,temperate
101022,492,mediterranean
101022,496,continential
101022,499,mediterranean
101022,504,mediterranean
101022,508,tropical
101022,104,tropical
101022,516,dry
101022,520,tropical
101022,524,varies
101022,528,temperate
101022,554,temperate
101022,558,tropical
101022,562,dry
101022,566,varies
101022,408,temperate
101022,807,warm
101022,580,temperate
101022,512,dry
101022,586,dry
101022,585,tropical
101022,275,dry
101022,591,tropical
101022,598,tropical
101022,600,subtropical
101022,604,varies
101022,608,tropical
101022,616,temperate
101022,620,temperate
101022,634,dry
101022,642,temperate
101022,643,temperate
101022,649,temperate
101022,659,tropical
101022,662,tropical
101022,670,tropical
101022,882,tropical
101022,674,mediterranean
101022,678,tropical
101022,682,dry
101022,686,tropical
101022,688,continential
101022,690,tropical
101022,694,tropical
101022,702,tropical
101022,703,temperate
101022,705,mediterranean
101022,90,tropical
101022,706,semiarid
101022,710,semiarid
101022,410,temperate
101022,728,dry
101022,724,temperate
101022,144,tropical
101022,729,dry
101022,740,tropical
101022,752,temperate
101022,756,temperate
101022,760,dry
101022,762,continential
101022,834,varies
101022,764,tropical
101022,626,tropical
101022,768,tropical
101022,776,tropical
101022,780,tropical
101022,788,temperate
101022,792,temperate
101022,795,tropical
101022,798,tropical
101022,800,tropical
101022,804,temperate
101022,784,hot
101022,826,temperate
101022,840,temperate
101022,858,temperate
101022,860,cold
101022,548,tropical
101022,862,tropical
101022,704,tropical
101022,887,hot
101022,894,tropical
101022,716,tropical
101022,344,subtropical
101023,4,arid
101023,8,mild temperate
101023,12,arid
101023,20,temperate
101023,24,semiarid
101023,28,tropical
101023,32,temperate
101023,51,highland
101023,36,arid
101023,40,temperate
101023,31,dry
101023,44,temperate
101023,48,arid
101023,50,tropical
101023,52,tropical
101023,112,cold
101023,56,temperate
101023,84,tropical
101023,204,tropical
101023,64,varies
101023,68,varies
101023,70,hot
101023,72,semiarid
101023,76,tropical
101023,96,tropical
101023,100,temperate
101023,854,tropical
101023,108,equatorial
101023,384,tropical
101023,132,temperate
101023,116,tropical
101023,120,varies
101023,124,cold
101023,140,tropical
101023,148,tropical
101023,152,temperate
101023,156,diverse
101023,170,tropical
101023,174,tropical
101023,178,tropical
101023,188,tropical
101023,191,mediterranean
101023,192,tropical
101023,196,temperate
101023,203,cold
101023,180,tropical
101023,208,temperate
101023,262,dry
101023,212,tropical
101023,214,tropical
101023,218,tropical
101023,818,dry
101023,222,tropical
101023,226,tropical
101023,232,dry
101023,233,maritime
101023,748,tropical
101023,231,tropical
101023,242,tropical
101023,246,cold
101023,250,tropical
101023,266,tropical
101023,270,tropical
101023,268,warm
101023,276,temperate
101023,288,tropical
101023,300,temperate
101023,308,tropical
101023,320,tropical
101023,324,hot
101023,624,tropical
101023,328,tropical
101023,332,tropical
101023,336,temperate
101023,340,subtropical
101023,348,temperate
101023,352,cold
101023,356,varies
101023,360,tropical
101023,364,arid
101023,368,arid
101023,372,temperate
101023,376,temperate
101023,380,mediterranean
101023,388,tropical
101023,392,varies
101023,400,arid
101023,398,continential
101023,404,varies
101023,296,continential
101023,414,hot
101023,417,continential
101023,418,tropical
101023,428,maritime
101023,422,mediterranean
101023,426,temperate
101023,430,tropical
101023,434,mediterranean
101023,438,continential
101023,440,transitional
101023,442,continential
101023,450,tropical
101023,454,subtropical
101023,458,tropical
101023,462,tropical
101023,466,subtropical
101023,470,mediterranean
101023,584,tropical
101023,478,dry
101023,480,tropical
101023,484,varies
101023,583,temperate
101023,498,temperate
101023,492,mediterranean
101023,496,continential
101023,499,mediterranean
101023,504,mediterranean
101023,508,tropical
101023,104,tropical
101023,516,dry
101023,520,tropical
101023,524,varies
101023,528,temperate
101023,554,temperate
101023,558,tropical
101023,562,dry
101023,566,varies
101023,408,temperate
101023,807,warm
101023,580,temperate
101023,512,dry
101023,586,dry
101023,585,tropical
101023,275,dry
101023,591,tropical
101023,598,tropical
101023,600,subtropical
101023,604,varies
101023,608,tropical
101023,616,temperate
101023,620,temperate
101023,634,dry
101023,642,temperate
101023,643,temperate
101023,649,temperate
101023,659,tropical
101023,662,tropical
101023,670,tropical
101023,882,tropical
101023,674,mediterranean
101023,678,tropical
101023,682,dry
101023,686,tropical
101023,688,continential
101023,690,tropical
101023,694,tropical
101023,702,tropical
101023,703,temperate
101023,705,mediterranean
101023,90,tropical
101023,706,semiarid
101023,710,semiarid
101023,410,temperate
101023,728,dry
101023,724,temperate
101023,144,tropical
101023,729,dry
101023,740,tropical
101023,752,temperate
101023,756,temperate
101023,760,dry
101023,762,continential
101023,834,varies
101023,764,tropical
101023,626,tropical
101023,768,tropical
101023,776,tropical
101023,780,tropical
101023,788,temperate
101023,792,temperate
101023,795,tropical
101023,798,tropical
101023,800,tropical
101023,804,temperate
101023,784,hot
101023,826,temperate
101023,840,temperate
101023,858,temperate
101023,860,cold
101023,548,tropical
101023,862,tropical
101023,704,tropical
101023,887,hot
101023,894,tropical
101023,716,tropical
101023,344,subtropical
101024,4,arid
101024,8,mild temperate
101024,12,arid
101024,20,temperate
101024,24,semiarid
101024,28,tropical
101024,32,temperate
101024,51,highland
101024,36,arid
101024,40,temperate
101024,31,dry
101024,44,temperate
101024,48,arid
101024,50,tropical
101024,52,tropical
101024,112,cold
101024,56,temperate
101024,84,tropical
101024,204,tropical
101024,64,varies
101024,68,varies
101024,70,hot
101024,72,semiarid
101024,76,tropical
101024,96,tropical
101024,100,temperate
101024,854,tropical
101024,108,equatorial
101024,384,tropical
101024,132,temperate
101024,116,tropical
101024,120,varies
101024,124,cold
101024,140,tropical
101024,148,tropical
101024,152,temperate
101024,156,diverse
101024,170,tropical
101024,174,tropical
101024,178,tropical
101024,188,tropical
101024,191,mediterranean
101024,192,tropical
101024,196,temperate
101024,203,cold
101024,180,tropical
101024,208,temperate
101024,262,dry
101024,212,tropical
101024,214,tropical
101024,218,tropical
101024,818,dry
101024,222,tropical
101024,226,tropical
101024,232,dry
101024,233,maritime
101024,748,tropical
101024,231,tropical
101024,242,tropical
101024,246,cold
101024,250,tropical
101024,266,tropical
101024,270,tropical
101024,268,warm
101024,276,temperate
101024,288,tropical
101024,300,temperate
101024,308,tropical
101024,320,tropical
101024,324,hot
101024,624,tropical
101024,328,tropical
101024,332,tropical
101024,336,temperate
101024,340,subtropical
101024,348,temperate
101024,352,cold
101024,356,varies
101024,360,tropical
101024,364,arid
101024,368,arid
101024,372,temperate
101024,376,temperate
101024,380,mediterranean
101024,388,tropical
101024,392,varies
101024,400,arid
101024,398,continential
101024,404,varies
101024,296,continential
101024,414,hot
101024,417,continential
101024,418,tropical
101024,428,maritime
101024,422,mediterranean
101024,426,temperate
101024,430,tropical
101024,434,mediterranean
101024,438,continential
101024,440,transitional
101024,442,continential
101024,450,tropical
101024,454,subtropical
101024,458,tropical
101024,462,tropical
101024,466,subtropical
101024,470,mediterranean
101024,584,tropical
101024,478,dry
101024,480,tropical
101024,484,varies
101024,583,temperate
101024,498,temperate
101024,492,mediterranean
101024,496,continential
101024,499,mediterranean
101024,504,mediterranean
101024,508,tropical
101024,104,tropical
101024,516,dry
101024,520,tropical
101024,524,varies
101024,528,temperate
101024,554,temperate
101024,558,tropical
101024,562,dry
101024,566,varies
101024,408,temperate
101024,807,warm
101024,580,temperate
101024,512,dry
101024,586,dry
101024,585,tropical
101024,275,dry
101024,591,tropical
101024,598,tropical
101024,600,subtropical
101024,604,varies
101024,608,tropical
101024,616,temperate
101024,620,temperate
101024,634,dry
101024,642,temperate
101024,643,temperate
101024,649,temperate
101024,659,tropical
101024,662,tropical
101024,670,tropical
101024,882,tropical
101024,674,mediterranean
101024,678,tropical
101024,682,dry
101024,686,tropical
101024,688,continential
101024,690,tropical
101024,694,tropical
101024,702,tropical
101024,703,temperate
101024,705,mediterranean
101024,90,tropical
101024,706,semiarid
101024,710,semiarid
101024,410,temperate
101024,728,dry
101024,724,temperate
101024,144,tropical
101024,729,dry
101024,740,tropical
101024,752,temperate
101024,756,temperate
101024,760,dry
101024,762,continential
101024,834,varies
101024,764,tropical
101024,626,tropical
101024,768,tropical
101024,776,tropical
101024,780,tropical
101024,788,temperate
101024,792,temperate
101024,795,tropical
101024,798,tropical
101024,800,tropical
101024,804,temperate
101024,784,hot
101024,826,temperate
101024,840,temperate
101024,858,temperate
101024,860,cold
101024,548,tropical
101024,862,tropical
101024,704,tropical
101024,887,hot
101024,894,tropical
101024,716,tropical
101024,344,subtropical
101025,32,temperate
101025,152,temperate
101026,840,temperate
101026,484,varies
101027,458,tropical
101027,156,diverse
101027,344,subtropical
101027,124,cold
